央视频道,#genre#
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东体育,

广州综合,http://115.190.252.60:26759/gd2/gd.php?id=gd-gz-1-2
广州综合,http://115.29.208.41:34567/gd.php?id=gzzh
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州影视,http://www.3344.uk:8888/udp/239.253.43.73:5146
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州新闻,http://115.190.252.60:26759/gd2/gd.php?id=gd-gz-2-1
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=49c8041461997c7a97dbcc3c7fd11b4f&txTime=18d00acf487
广州法治,http://iptv.cqshushu.com/gddf.php?id=gzfz&token=5c8e9229d26964074bfdc4de1aacec9f
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
南国都市,http://iptv.cqshushu.com/gddf.php?id=ngds&token=5c8e9229d26964074bfdc4de1aacec9f
南国都市,
南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
佛山影视,http://www.3344.uk:8888/udp/239.253.43.56:5146
佛山影视,http://8.137.59.151:3000/guangdong/foshan.php?id=fsys
番禺电视,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
佛山综合,
佛山公共,http://www.3344.uk:8888/udp/239.253.43.53:5146
佛山顺德,http://www.3344.uk:8888/udp/239.253.43.55:5146
寰宇新闻,http://119.91.7.169:2026/TW.php?id=寰宇新闻台
